City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
111,sosnovka,56.255,51.2842,270.7,95,100,2.63,RU,1707255398
112,hawassa,7.05,38.4667,293.08,61,80,2.58,ET,1707255399
113,atafu village,-8.5421,-172.5159,302.03,79,100,11.48,TK,1707255400
114,cabo san lucas,22.8909,-109.9124,301.27,60,20,4.63,MX,1707255292
115,akrehamn,59.2667,5.1833,274.49,93,100,8.23,NO,1707255402
116,saudarkrokur,65.7461,-19.6394,271.22,75,82,6.95,IS,1707254937
117,flying fish cove,-10.4217,105.6791,295.97,100,73,1.03,CX,1707255404
118,frenda,35.0654,1.0495,280.58,61,1,2.53,DZ,1707255405
119,fortuna,40.5982,-124.1573,284.81,85,100,5.14,US,1707255407
120,twon-brass,4.3151,6.2418,300.89,80,88,4.36,NG,1707255408
121,dingwall,57.5953,-4.4272,273.66,91,33,1.83,GB,1707255409
122,wamba,8.9333,8.6,298.51,20,100,2.31,NG,1707255410
123,mariinsk,56.2139,87.7472,261.05,95,99,1.66,RU,1707255411
124,jamestown,42.097,-79.2353,278.72,51,0,2.57,US,1707254883
125,aras-asan,8.8908,126.3033,297.51,86,100,1.15,PH,1707255413
126,bonthe,7.5264,-12.505,300.24,85,0,3.79,SL,1707255414
127,tofol,5.3248,163.0078,301.05,76,98,7.27,FM,1707255415
128,tura,25.5198,90.2201,286.04,95,0,1.13,IN,1707255416
129,forster,-32.1667,152.5167,292.8,100,100,4.99,AU,1707255417
130,nantucket,41.2835,-70.0995,275.21,80,40,8.23,US,1707255251
131,altai,46.3722,96.2583,253.48,67,13,0.8,MN,1707255419
132,linares,-35.85,-71.6,307.19,23,6,6.59,CL,1707255421
133,afaahiti,-17.75,-149.2833,301.08,87,99,7.52,PF,1707255422
134,badger,64.8,-147.5333,262.99,82,40,2.57,US,1707255423
135,portland,45.5234,-122.6762,284.17,84,75,2.24,US,1707254797
136,lichuan,30.3,108.85,272.02,97,98,1.03,CN,1707255425
137,lebu,-37.6167,-73.65,292.6,83,63,1.95,CL,1707255156
138,jaffna,9.6685,80.0074,298.19,77,6,4.38,LK,1707255427
139,hillview,38.0698,-85.6855,284.16,61,75,0.89,US,1707255428
140,puerto armuelles,8.2833,-82.8667,305.14,65,17,1.34,PA,1707255429
141,aghsu,40.5703,48.4009,276.55,88,98,2.0,AZ,1707255430
142,el granada,37.5027,-122.4694,288.95,62,20,4.63,US,1707255431
143,invercargill,-46.4,168.35,288.72,79,55,4.47,NZ,1707255014
144,punta arenas,-53.15,-70.9167,286.21,62,0,6.69,CL,1707255434
145,camp swift,30.1908,-97.2922,295.38,35,5,1.42,US,1707255435
146,iwon-up,40.3231,128.6553,268.9,77,9,2.2,KP,1707255436
147,margate,51.3813,1.3862,285.2,83,100,7.6,GB,1707255437
148,arari,-3.4536,-44.78,298.15,94,94,1.78,BR,1707255438
149,new norfolk,-42.7826,147.0587,287.87,55,94,2.56,AU,1707255161
150,yokadouma,3.5167,15.05,296.01,34,57,0.63,CM,1707255440
151,pisco,-13.7,-76.2167,302.18,61,0,10.29,PE,1707255261
152,kourou,5.1552,-52.6478,299.18,91,72,4.49,GF,1707255442
153,nar'yan-mar,67.6713,53.087,245.43,99,97,1.34,RU,1707255443
154,hadibu,12.65,54.0333,297.58,74,6,3.81,YE,1707255444
155,college,64.8569,-147.8028,260.32,80,40,2.57,US,1707254928
156,mogocha,53.7333,119.7667,256.34,98,100,1.47,RU,1707255447
157,damnagar,21.7,71.5167,294.81,52,41,2.84,IN,1707255448
158,boa vista,2.8197,-60.6733,304.14,62,40,3.09,BR,1707255449
159,vilyuchinsk,52.9306,158.4028,263.3,88,100,2.53,RU,1707254911
160,lintong,34.378,109.2089,271.53,83,94,0.76,CN,1707255451
161,korla,41.7597,86.1469,267.33,78,40,1.04,CN,1707255452
162,itoman,26.1247,127.6694,291.58,69,75,1.03,JP,1707255199
163,kavieng,-2.5744,150.7967,301.6,80,100,4.75,PG,1707255454
164,ola,59.5833,151.2833,249.6,85,97,4.1,RU,1707255455
165,isafjordur,66.0755,-23.124,270.13,88,100,9.79,IS,1707254918
166,medina de pomar,42.9294,-3.488,280.11,87,65,1.77,ES,1707255458
167,agadez,19.75,10.25,286.6,30,94,1.25,NE,1707255459
168,puttalam,8.0362,79.8283,295.73,88,13,4.54,LK,1707255460
169,vilyuysk,63.7553,121.6247,243.71,100,99,0.45,RU,1707255461
170,mikun',62.3547,50.0771,242.52,100,98,1.7,RU,1707255462
171,brisas de zicatela,15.8369,-97.0419,300.44,69,75,4.12,MX,1707255463
172,luderitz,-26.6481,15.1594,292.45,81,57,4.92,NA,1707255158
173,kawambwa,-9.7915,29.0791,290.59,90,88,1.0,ZM,1707255465
174,vila velha,-20.3297,-40.2925,298.12,95,40,2.06,BR,1707255466
175,madingou,-4.1536,13.55,296.44,95,66,0.34,CG,1707255467
176,oranjemund,-28.55,16.4333,292.54,89,6,2.14,NA,1707255468
177,al hada,21.3675,40.2869,285.81,31,6,3.48,SA,1707255470
178,fandriana,-20.2333,47.3833,290.83,97,100,0.3,MG,1707255471
179,minas de marcona,-15.2119,-75.1103,294.41,82,86,4.95,PE,1707255472
180,west island,-12.1568,96.8225,300.14,83,40,3.6,CC,1707255473
181,misratah,32.3754,15.0925,289.46,59,3,1.94,LY,1707255474
182,prachuap khiri khan,12.2167,99.75,293.01,60,1,1.53,TH,1707255475
183,bardsir,29.9227,56.5743,275.05,20,0,1.83,IR,1707255476
184,udachny,66.4167,112.4,243.95,82,95,1.89,RU,1707254924
185,pandan,14.0453,124.1694,298.01,85,81,3.99,PH,1707255478
186,port alfred,-33.5906,26.891,293.25,96,98,3.73,ZA,1707255479
187,sao gabriel da cachoeira,-0.1303,-67.0892,299.06,95,96,0.38,BR,1707255480
188,alofi,-19.0595,-169.9187,302.09,70,75,3.6,NU,1707255481
189,praia da vitoria,38.7333,-27.0667,291.29,94,75,8.0,PT,1707255482
190,tommot,58.9564,126.2925,262.0,95,100,3.18,RU,1707255484
191,smara,26.7384,-11.6719,292.35,16,76,4.57,EH,1707255485
192,merritt,50.1123,-120.7942,275.0,80,100,0.89,CA,1707255486
193,katabu,-4.9333,122.5167,297.25,94,70,0.48,ID,1707255487
194,fuerte olimpo,-21.0415,-57.8738,302.26,62,98,3.49,PY,1707255488
195,aasiaat,68.7098,-52.8699,256.28,77,100,6.21,GL,1707254906
196,kununurra,-15.7667,128.7333,299.14,94,15,0.51,AU,1707255490
197,xilin hot,43.9667,116.0333,250.21,98,17,2.51,CN,1707255491
198,bijie,27.3125,105.2942,273.39,94,100,1.7,CN,1707255493
199,sao joao batista,-27.2761,-48.8494,301.05,94,100,1.31,BR,1707255494
200,cidade velha,14.9167,-23.6167,297.17,59,0,3.16,CV,1707255495
201,avarua,-21.2078,-159.775,303.18,74,75,6.17,CK,1707255496
202,palikir - national government center,6.9248,158.1611,300.62,78,75,5.14,FM,1707255497
203,costa rica,-23.4167,-54.65,301.92,54,100,1.83,BR,1707255205
204,kingston,17.997,-76.7936,301.68,53,75,9.26,JM,1707255239
205,nouadhibou,20.931,-17.0347,296.14,49,74,5.14,MR,1707255164
206,mendi,-6.1761,143.6513,287.6,98,100,0.93,PG,1707255501
207,kavaratti,10.5669,72.642,300.86,75,5,3.17,IN,1707255502
208,konarka,19.9,86.1167,298.37,90,0,3.71,IN,1707255503
209,navia,43.5354,-6.7194,283.93,85,95,2.34,ES,1707255504
210,al bayda',32.7627,21.7551,282.32,90,0,5.14,LY,1707255506
211,balabac,7.9868,117.0645,299.24,83,10,4.59,PH,1707255507
212,elamanchili,17.55,82.8667,295.03,88,0,1.86,IN,1707255508
213,arno,60.1167,18.6333,268.59,77,100,5.11,SE,1707255509
214,lensk,60.7253,114.9278,262.38,95,100,2.97,RU,1707255510
215,constantia,44.1833,28.65,282.53,57,34,5.37,RO,1707254970
216,ruokolahti,61.2833,28.8333,259.32,87,79,1.98,FI,1707255512
217,sur,22.5667,59.5289,294.95,61,100,1.41,OM,1707255513
218,langepas,61.2544,75.2124,271.83,97,100,6.14,RU,1707255514
219,babayevo,59.3936,35.9371,250.19,100,90,1.72,RU,1707255516
220,mount gambier,-37.8333,140.7667,287.82,77,58,0.55,AU,1707255517
221,toliara,-23.35,43.6667,297.84,89,5,3.98,MG,1707255518
222,ust-nera,64.5667,143.2,240.42,91,100,0.45,RU,1707255519
223,esmeraldas,-19.7625,-44.3139,296.63,85,84,1.28,BR,1707255520
224,walvis bay,-22.9575,14.5053,293.68,83,79,0.0,NA,1707255521
225,cockburn town,21.4612,-71.1419,298.22,75,1,15.11,TC,1707255522
226,washington,47.5001,-120.5015,279.92,78,100,0.45,US,1707255301
227,south bay,26.664,-80.7162,293.72,63,67,10.43,US,1707255524
228,ad dawadimi,24.5077,44.3924,282.79,40,0,4.41,SA,1707255525
229,aketi,2.7388,23.7833,295.78,38,0,0.59,CD,1707255522
230,kidal,18.4411,1.4078,290.98,18,25,5.05,ML,1707255527
231,antofagasta,-23.65,-70.4,300.75,72,4,2.59,CL,1707255528
232,valdivia,-39.8142,-73.2459,292.2,99,100,2.32,CL,1707255530
233,noosa heads,-26.3833,153.15,299.32,79,26,5.6,AU,1707255511
234,utrik,11.2278,169.8474,299.65,80,100,7.52,MH,1707255532
235,gizo,-8.103,156.8419,301.54,80,99,5.46,SB,1707255533
236,belmonte,-15.8631,-38.8828,299.49,83,71,3.06,BR,1707255534
237,champerico,14.3,-91.9167,306.45,63,5,4.72,GT,1707255535
238,borogontsy,62.6683,131.1683,237.98,99,100,0.96,RU,1707255536
239,tangalle,6.024,80.7911,296.24,87,44,5.06,LK,1707255537
240,tonghae,37.5439,129.1069,272.61,85,82,2.47,KR,1707255538
241,khandyga,62.6667,135.6,232.18,99,99,1.02,RU,1707255539
242,zemio,5.0314,25.1361,295.83,27,4,1.86,CF,1707255540
243,nabire,-3.3667,135.4833,298.12,88,100,0.8,ID,1707255541
244,lata,40.1629,-8.3327,284.3,90,39,1.37,PT,1707255542
245,ketchikan,55.3422,-131.6461,276.14,80,100,0.0,US,1707255341
246,mumbwa,-14.9783,27.0619,290.75,94,74,1.09,ZM,1707255545
247,padre bernardo,-15.35,-48.5,295.67,85,100,0.79,BR,1707255546
248,mermoz boabab,14.7065,-17.4758,302.46,57,0,3.09,SN,1707255547
249,homa bay,-0.5273,34.4571,293.8,75,43,1.48,KE,1707255548
250,seward,40.907,-97.0989,286.01,76,100,4.02,US,1707255466
251,yemetsk,63.4721,41.7941,249.98,100,96,0.73,RU,1707255186
252,san luis de la loma,17.2706,-100.8939,301.8,60,3,3.3,MX,1707255551
253,nuku'alofa,-21.1333,-175.2,300.34,74,40,4.12,TO,1707255552
254,mizdah,31.4451,12.9801,286.25,37,21,2.24,LY,1707255553
255,palu,-0.8917,119.8707,297.08,89,100,1.04,ID,1707255555
256,ancud,-41.8697,-73.8203,289.52,92,100,8.02,CL,1707255193
257,chinde,26.8418,88.0763,279.53,73,0,1.61,NP,1707255557
258,juneau,58.3019,-134.4197,274.15,95,100,0.0,US,1707255558
259,makokou,0.5738,12.8642,297.49,63,41,0.48,GA,1707255559
260,mahajanga,-15.7167,46.3167,298.16,94,40,1.03,MG,1707255560
261,pariaman,-0.619,100.12,300.18,87,99,1.57,ID,1707255561
262,dunedin,-45.8742,170.5036,288.6,91,100,3.58,NZ,1707255562
263,mao,39.8885,4.2658,284.46,100,40,2.57,ES,1707255388
264,fairbanks,64.8378,-147.7164,263.05,79,40,2.57,US,1707255351
265,flin flon,54.7682,-101.865,260.06,78,100,2.06,CA,1707255565
266,inyati,-19.6756,28.8469,296.08,51,78,2.16,ZW,1707255566
267,mitchell,43.7094,-98.0298,282.14,81,0,4.63,US,1707255426
268,retreat,38.8245,-85.8533,281.68,56,88,1.79,US,1707255569
269,carauari,-4.8828,-66.8958,299.16,93,100,0.88,BR,1707255570
270,concordia,-31.393,-58.0209,310.81,34,6,2.24,AR,1707255571
271,kudahuvadhoo,2.6708,72.8944,300.63,81,87,5.26,MV,1707255572
272,newman,37.3138,-121.0208,286.56,78,93,3.13,US,1707255573
273,baharly,38.4362,57.4316,279.95,50,100,3.31,TM,1707255574
274,fale old settlement,-9.3852,-171.2468,301.96,79,100,11.42,TK,1707255575
275,aykhal,66.0,111.5,243.34,100,99,2.54,RU,1707255576
276,saint joseph,39.7686,-94.8466,287.93,39,0,4.63,US,1707255577
277,lagodekhi,41.8268,46.2767,279.65,79,100,2.06,GE,1707255578
278,selfoss,63.9331,-20.9971,264.65,88,90,2.53,IS,1707255579
279,'anat al qadimah,34.4659,41.9331,285.69,55,25,2.81,IQ,1707255581
280,karratha,-20.7377,116.8463,299.82,70,47,1.2,AU,1707255582
281,la passe,45.5549,-0.8967,283.7,93,91,4.99,FR,1707255183
282,moyynkum,44.2914,72.9469,274.62,68,100,4.72,KZ,1707255584
283,hastings,50.8552,0.5729,284.93,44,100,15.36,GB,1707255585
284,uyskoye,54.3775,60.0047,271.68,96,100,7.51,RU,1707255586
285,stanthorpe,-28.6667,151.95,293.94,90,42,6.76,AU,1707255587
286,alice springs,-23.7,133.8833,294.38,76,91,6.69,AU,1707255588
287,crane,31.3974,-102.3501,290.43,36,100,9.12,US,1707255589
288,arraial do cabo,-22.9661,-42.0278,301.13,78,75,3.09,BR,1707255590
289,altay,47.8667,88.1167,262.22,62,6,3.44,CN,1707255591
290,celestun,20.8667,-90.4,295.45,57,29,4.99,MX,1707255592
291,guitiriz,43.1817,-7.8966,283.6,95,92,1.86,ES,1707255593
292,brisas barra de suchiate,14.55,-92.2167,304.25,68,5,4.16,MX,1707255595
293,arteche,12.2645,125.4048,297.64,86,30,3.42,PH,1707255173
294,grand-lahou,5.1367,-5.0242,300.99,75,0,4.04,CI,1707255597
295,qamdo,31.1667,97.2333,264.3,49,97,3.21,CN,1707255598
296,cradock,-32.1642,25.6192,297.62,53,93,2.47,ZA,1707255599
297,al khafji,28.4391,48.4913,288.71,40,0,4.15,SA,1707255600
298,georgetown,5.4112,100.3354,300.11,92,20,3.09,MY,1707255602
299,vizinga,61.0749,50.1031,249.07,99,90,2.35,RU,1707255603
300,san antonio de pale,-1.4014,5.6325,301.3,76,56,0.98,GQ,1707255605
301,turkmenbasy,40.0222,52.9552,279.58,52,100,3.09,TM,1707255606
302,vytegra,61.0064,36.4481,248.35,99,23,1.79,RU,1707255607
303,san juan de miraflores,-12.1629,-76.9635,300.44,71,18,4.64,PE,1707255608
304,al mijlad,11.0333,27.7333,293.92,16,6,6.93,SD,1707255609
305,okhotsk,59.3833,143.3,249.64,83,100,3.54,RU,1707255610
306,north bend,43.4065,-124.2243,284.4,81,100,4.12,US,1707255611
307,kaa-khem,51.6833,94.7333,245.04,96,39,1.05,RU,1707255612
308,lihue,21.9789,-159.3672,298.73,71,100,6.69,US,1707255613
309,argo,37.6333,22.7333,285.25,49,0,2.06,GR,1707255615
310,bubaque,11.2833,-15.8333,299.68,76,0,6.94,GW,1707255616
311,prado,-17.3411,-39.2208,299.4,83,33,3.21,BR,1707255617
312,camana,-16.6228,-72.7111,298.47,80,67,1.82,PE,1707255618
313,madera,37.1666,-119.8343,285.93,80,100,2.12,US,1707255619
314,askoy,60.4092,5.226,270.79,100,40,3.09,NO,1707255620
315,broome,42.2506,-75.833,276.7,58,5,1.8,US,1707255622
316,san julian,21.0167,-102.1667,297.6,9,0,2.75,MX,1707255623
317,sao benedito do rio preto,-3.3336,-43.5283,300.66,76,96,2.98,BR,1707255625
318,emure-ekiti,7.4361,5.4593,298.93,19,91,1.91,NG,1707255626
319,vangaindrano,-23.35,47.6,296.02,95,90,2.18,MG,1707255627
320,buala,-8.145,159.5921,301.49,80,83,4.11,SB,1707255629
321,ponta delgada,37.7333,-25.6667,291.59,94,75,8.23,PT,1707255630
322,polyarnyy,69.1989,33.4478,256.68,96,95,4.76,RU,1707255146
323,sungai penuh,-2.0833,101.3833,291.14,96,97,1.07,ID,1707255633
324,angaur state,6.906,134.13,299.94,82,100,8.62,PW,1707255634
325,kharkhorin,47.1975,102.8238,250.75,91,11,2.19,MN,1707255635
326,jinghong,21.991,100.7341,287.22,60,0,1.11,CN,1707255636
327,gloria,12.9833,121.4667,295.35,90,67,2.87,PH,1707255637
328,severo-yeniseyskiy,60.3725,93.0408,267.36,89,100,4.47,RU,1707255638
329,albertina,-22.2008,-46.6158,295.22,72,100,1.96,BR,1707255639
330,cidreira,-30.1811,-50.2056,297.02,85,100,5.93,BR,1707255641
331,pangkalanbuun,-2.6833,111.6167,297.17,96,100,1.55,ID,1707255642
332,kasempa,-13.4584,25.8338,291.39,97,65,2.54,ZM,1707255643
333,camiri,-20.05,-63.5167,304.03,51,75,1.54,BO,1707255644
334,columbus,39.9612,-82.9988,283.47,41,75,2.06,US,1707255615
335,camden,39.7835,-74.9663,280.12,46,1,0.89,US,1707255379
336,suntar,62.1444,117.6319,251.08,99,100,1.19,RU,1707255647
337,papao,-17.75,-149.55,301.97,91,93,7.9,PF,1707255649
338,kristiansund,63.1115,7.732,266.51,79,0,2.06,NO,1707255650
339,buellton,34.6136,-120.1927,286.97,74,75,3.09,US,1707255651
340,benguela,-12.5763,13.4055,300.39,75,90,0.43,AO,1707255652
341,aral,40.5156,81.2636,270.86,56,11,1.27,CN,1707255653
342,lloydminster,53.2835,-110.0016,267.27,93,100,4.12,CA,1707255654
343,razole,16.4833,81.8333,294.17,92,0,0.48,IN,1707255655
344,tevriz,57.509,72.4042,266.95,94,93,3.53,RU,1707255657
345,coto de caza,33.6042,-117.587,285.38,96,100,1.79,US,1707255658
346,acapulco de juarez,16.8634,-99.8901,303.05,58,20,4.63,MX,1707255659
347,steubenville,40.3698,-80.634,281.47,29,6,1.85,US,1707255660
348,sosnovo-ozerskoye,52.5249,111.5418,245.56,100,81,1.14,RU,1707255661
349,al fuwayliq,26.4432,43.2534,283.33,35,0,2.34,SA,1707255662
350,nurdagi,37.1773,36.7419,282.14,86,7,2.36,TR,1707255663
